X1,X2,X3,X4,X5,X6,complaint_num,address,bin,boro,zip
,,,,,,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
2,10/17/2003,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0840,10/08/2003,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,PREMISES LOCKED NO ACCESS LS4 LEFT,,,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
1,10/01/2003,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0840,09/29/2003,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,PREMESIES LOCKED LS4 LEFT FACADE OK,,,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
#,Disposition,Disposition,Disposition,Inspection,Date,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,Date,Code,Disposition,By,Date,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,,,,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
2,08/02/2018,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2703,08/01/2018,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,"EXP # 1,2&3 ARE STRUCTURALLY SOUND FROM THE EXTERIOR OF BLDG",,,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
1,07/03/2018,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2703,07/02/2018,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,NO ACCESS TO INTERIOR LS 4 POSTED,,,5134752,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,,,,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
#,Disposition,Disposition,Disposition,Inspection,Date,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,Date,Code,Disposition,By,Date,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,,,,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
2,02/17/2009,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1996,02/13/2009,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,NO VACATE NECESSARY - FDNY WILL BE VACATING BLDG,,,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
1,02/17/2009,Y1,FULL VACATE ORDER ISSUED,1996,02/13/2009,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,VACATE # 6/09 ISSUED,,,5076891,3987 AMBOY ROAD,5070209,STATEN ISLAND,10308
,,,,,,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
#,Disposition,Disposition,Disposition,Inspection,Date,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,Date,Code,Disposition,By,Date,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,,,,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
2,05/31/2018,Y2,VACATE ORDER FULLY RESCINDED,2270,05/31/2018,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,VACATE ORDER   48/2017 HAS BEEN RESCINDED. LETTER FROM BOROUGH COMMISSIONER IS  DATED 05/25/18.,,,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
1,02/08/2017,Y1,FULL VACATE ORDER ISSUED,1601,02/07/2017,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,SECTION OF REAR WALL COLLAPSED AND DISLODGED BRICKWORK AT VARIOUS LOCATION FULL VACATE ORDER ISSUED AS PER FEU,,,3591031,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,,,,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
#,Disposition,Disposition,Disposition,Inspection,Date,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,Date,Code,Disposition,By,Date,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,,,,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
2,12/05/2015,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1760,12/05/2015,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,BUILDING SETBACK FROM STREET APPROX. 40 FEET WITH SECURED                       FENCE / NO HAZARDOUS CONDITIONS OBSERVED AT TIME OF INSPECT,,,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
1,12/05/2015,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0429,12/04/2015,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,UNABLE TO DETERMINE CONDITION AT NIGHT,,,3539440,433 TOMPKINS AVENUE,3052797,BROOKLYN,11216
,,,,,,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
#,Disposition,Disposition,Disposition,Inspection,Date,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
,Date,Code,Disposition,By,Date,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
,,,,,,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
2,03/19/2019,Y2,VACATE ORDER FULLY RESCINDED,1998,03/19/2019,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
,,,OK TO RESCIND VACATE ORDER. NO UNSAFE CONDITION EXIST. ALL REPAIRS TO GARAGE COMPLETED UNDER PERMIT# 440500067 SIGNED OFF ON 01/10/2019.,,,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
1,06/07/2018,Y1,FULL VACATE ORDER ISSUED,2610,06/07/2018,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
,,,"Y-1 FAILURE TO MAINTAIN, GARAGE IS IN A STATE OF DISREPAIR WHERE PARAPET IS LEANING INWARDS ALONG WITH ROTTED, CRACKED AND SAGGING LINTEL ABOVE GARAGE DOOR.",,,4735647,103-10 GAR 51 AVENUE,4447720,QUEENS,11368
,,,,,,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
#,Disposition,Disposition,Disposition,Inspection,Date,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
,Date,Code,Disposition,By,Date,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
,,,,,,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
2,05/21/2018,Y2,VACATE ORDER FULLY RESCINDED,2270,05/21/2018,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
,,,VACATE ORDER B253/2017 HAS BEEN RESCINDED. LETTER FROM BOROUGH COMMISSIONER IS  DATED 05/15/18.,,,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
1,07/19/2017,Y1,FULL VACATE ORDER ISSUED,2215,07/19/2017,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
,,,Y1  THE PREMISE IS IN STATE OF DISREPAIR WITH A PARTIAL COLLAPSE OF INTERIOR ALSO EXPOSURES 2 WHICH FRAMING AND SHEATHING HAS FAILED AND BULGING AND EXPOSURE 4 LEANING.,,,3611181,2001 NOSTRAND AVENUE,3113779,BROOKLYN,11210
,,,,,,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
#,Disposition,Disposition,Disposition,Inspection,Date,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
,Date,Code,Disposition,By,Date,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
,,,,,,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
3,06/12/2018,Y2,VACATE ORDER FULLY RESCINDED,2270,06/12/2018,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
,,,VACATE ORDER  51/2017 HAS BEEN RESCINDED. LETTER FROM BOROUGH COMMISSIONER IS   DATED 06/11/18.,,,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
2,06/05/2018,Y1,FULL VACATE ORDER ISSUED,2656,06/04/2018,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
,,,"INSPECTION REVEALED BUILDING HAS BEEN DEMOLISHED WITH PERMIT, SITE GRADED  AND  FENCED.",,,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
1,02/13/2017,Y1,FULL VACATE ORDER ISSUED,2610,02/13/2017,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
,,,"Y-1  FAILURE TO MAINTAIN, PARAPET AT EXPOSURE #2 HAS BECOME DISLODGED AND IS LEANING OUTWARD TOWARDS SIDEWALK.  PARAPET IS FREE STANDING APPROXIMATELY 5 FEET ABOVE ROOF LEVEL NO TIES INTO BUILDING.",,,3591549,277 SUMPTER STREET,3337926,BROOKLYN,11233
,,,,,,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
#,Disposition,Disposition,Disposition,Inspection,Date,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,Date,Code,Disposition,By,Date,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
2,02/24/2022,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3409,02/24/2022,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,AT THE TIME OF INSPECTION NO UNPERMITED WORK WAS OBSERVED.,,,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
1,01/26/2022,D8,COMPLAINT ASSIGNED TO EXECUTIVE INSPECTIONS,1795,01/26/2022,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,REASSIGNED,,,3829230,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
#,Disposition,Disposition,Disposition,Inspection,Date,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,Date,Code,Disposition,By,Date,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
4,01/21/2022,Y2,VACATE ORDER FULLY RESCINDED,2552,01/21/2022,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,OK TO DISMISS VACATE ORDER B242/21,,,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
3,01/13/2022,Y1,FULL VACATE ORDER ISSUED,3200,01/11/2022,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,: NO OBJECT TO DISMISS FULL VACATE # B242/2021,,,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
2,01/11/2022,Y1,FULL VACATE ORDER ISSUED,3200,01/03/2022,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,"AT TIME OF INSPECTION, NO JOB FILING IN BIS/DOB NOW OR ANY ENGINEERING REPORT FOR THE ASSESSMENT OF THE DAMAGES AND FIXES. SUBJECT PREMISE IS BEING RE-OCCUPIED AT 1ST FLOOR   AS A COMMERCIAL RETAIL SPACE AND FAILURE TO COMPLY WITH COMMISSIONER ORDER TO VACATE. FULL VACATE TO REMAIN.",,,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
1,07/26/2021,Y1,FULL VACATE ORDER ISSUED,2387,07/26/2021,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,"Y-1 STRUCTURE RENDERED NON-COMPLIANT. AT TIME OF INSPECTION AT MEZZANINE LEVEL CEILING FINISH HAS BEEN REMOVED, AT 1ST FLOOR DROP CEILING MATERIALS HANG LOOSE AND IN DANGER OF FALLING, THESE ISSUES ARE DUE TO FIRE AT 2811 MERMAID AVE. VACATE BUILDING FORTHWITH",,,3807515,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
#,Disposition,Disposition,Disposition,Inspection,Date,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,Date,Code,Disposition,By,Date,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
2,10/17/2003,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0840,10/08/2003,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,NO ACCESS GATE LOCKED LS4 LEFT,,,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
1,10/17/2003,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0840,09/29/2003,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,PREMISES LOCKED LS4 LEFT,,,3113239,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
#,Disposition,Disposition,Disposition,Inspection,Date,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,Date,Code,Disposition,By,Date,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
2,10/17/2003,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0840,10/08/2003,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,PREMISES LOCKED NO ACCESS LS4 LEFT,,,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
1,10/01/2003,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0840,09/29/2003,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,PREMESIES LOCKED LS4 LEFT FACADE OK,,,3113204,2811 MERMAID AVENUE,3412888,BROOKLYN,11224
,,,,,,4717963,99-52 211 PLACE,4232728,QUEENS,11429
#,Disposition,Disposition,Disposition,Inspection,Date,4717963,99-52 211 PLACE,4232728,QUEENS,11429
,Date,Code,Disposition,By,Date,4717963,99-52 211 PLACE,4232728,QUEENS,11429
,,,,,,4717963,99-52 211 PLACE,4232728,QUEENS,11429
2,12/24/2019,Y2,VACATE ORDER FULLY RESCINDED,2858,12/23/2019,4717963,99-52 211 PLACE,4232728,QUEENS,11429
