X1,X2,X3,X4,X5,X6,complaint_num,address,bin,boro,zip
,,,PARTIALLY RESCIND THE FULL VACATE ORDER TO PERMIT THE TENANT SUPERVISED ACCESS TO RETRIEVE THEIR BELONGINGS WITH THE ASSISTANCE OF 2 REPRESENTATIVES/EMPLOYEES FROM THE OWNERSHIP ON FRIDAY 5/15/2020 FROM 9AM TO 3PM.,,,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
5,04/09/2020,Y1,FULL VACATE ORDER ISSUED,2669,04/09/2020,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
,,,"RESTATEMENT : Y-1 FULL VACATE SERVED FOR ENTIRE BUILDING. AT TIME OF INSPECTION OBSERVED ROOF HAS RETAINED WATER WHICH HAS PENETRATED THROUGH TO 4TH, 3RD, 2ND & 1ST WHERE SECTIONS OF CEILING HAS COLLAPSED AT 2ND, 3RD, 4TH 1ST FLOOR PUBLIC HALLWAY CEILING SHOWS SIGNS OF WATER DAMAGE. 1 APARTMENT STILL BEING OCCUPIED AT 1ST FLOOR",,,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
4,04/08/2020,Y4,VACATE ORDER PARTIALLY RESCINDED,2669,04/08/2020,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
,,,"MANHATTAN BC OFFICE CONCURS WITH IES CHIEF S RECOMMENDATION TO TEMPORARILY PARTIALLY RESCIND 04/09/2020 BETWEEN 8AM TO 12 NOON, TO ALLOW TENANT RECOVERY OF POSSESSIONS, UNDER DOB SUPERVISION.",,,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
3,04/03/2020,Y1,FULL VACATE ORDER ISSUED,2791,03/30/2020,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
,,,"Y-1 FULL VACATE SERVED FOR ENTIRE BUILDING. AT TIME OF INSPECTION OBSERVED ROOF HAS RETAINED WATER WHICH HAS PENETRATED THROUGH TO 4TH, 3RD, 2ND & 1ST WHERE SECTIONS OF CEILING HAS COLLAPSED AT 2ND, 3RD, 4TH 1ST FLOOR PUBLIC HALLWAY CEILING SHOWS SIGNS OF WATER DAMAGE. 1 APARTMENT STILL BEING OCCUPIED AT 1ST FLOOR",,,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
2,03/30/2020,Y1,FULL VACATE ORDER ISSUED,2791,03/30/2020,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
,,,"Y-1 FULL VACATE SERVED FOR ENTIRE BUILDING. AT TIME OF INSPECTION OBSERVED ROOF HAS RETAINED WATER WHICH HAS PENETRATED THROUGH TO 4TH, 3RD, 2ND & 1ST WHERE SECTIONS OF CEILING HAS COLLAPSED AT 2ND, 3RD, 4TH 1ST FLOOR PUBLIC HALLWAY CEILING SHOWS SIGNS OF WATER DAMAGE. 1 APARTMENT STILL BEING OCCUPIED AT 1ST FLOOR.",,,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
1,03/29/2020,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0723,03/29/2020,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
,,,"C-1. UNABLE TO GAIN ACCESS TO THE PREMISES, LS4 POSTED.",,,1539819,508 REAR EAST 11 STREET,1083148,MANHATTAN,10009
,,,,,,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,03/06/2020,Y2,VACATE ORDER FULLY RESCINDED,2998,03/04/2020,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,"AT TIME OF INSPECTION, APT #5E/#5W, ROOF DOOR ARE RESTORED TO A COMPLIANT CONDITION AS PER JOB #123727468. OK TO LIFT VACATE ORDER  AND REOCCUPY THE BUILDING.",,,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,12/26/2019,Y1,FULL VACATE ORDER ISSUED,2617,12/25/2019,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,Y-1 - WATER DAMAGE DUE TO FIRE AT ADJACENT PROPERTY (409 EAST 69TH STREET)      AFFECTING EGRESS,,,1531648,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,11/04/2020,Y2,VACATE ORDER FULLY RESCINDED,3043,10/23/2020,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,VIOLATING CONDITIONS RESOLVED,,,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,06/14/2019,Y3,PARTIAL VACATE ORDER ISSUED,2218,06/14/2019,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,ILLEGALLY CONVERTED CELLAR LEVEL INTO A MASSAGE PARLOR W/O                      REQUIRED MEANS OF EGRESS FOR 5 ROOMS,,,1513008,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,06/24/2010,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2316,06/22/2010,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACCESS,,,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,06/24/2010,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2316,06/14/2010,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACCESS,,,1280371,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,06/17/2009,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2339,06/17/2009,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACTION NECESSARY,,,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,06/09/2009,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2339,06/09/2009,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,UNABLE TO GAIN ACCESS ON 1ST ATTEMPT,,,1250068,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
3,04/01/2009,L2,STOP WORK ORDER FULLY RESCINDED,0262,04/01/2009,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,WORK LEGALIZED UNDER PERMIT #110397632 ISSUED 02-04-09 CIVIL                    PENALTY PAID 11-24-08 OK TO RESCIND STOP ORDER,,,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,08/13/2008,A3,FULL STOP WORK ORDER SERVED,2348,08/13/2008,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,"WORK WITHOUT PERMIT IN CELLAR DEMOLITION, LOAD GEAR;EXCAVATI                    ON OPENINGS CREATED BEARING",,,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,08/11/2008,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1950,08/09/2008,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACCESS; LS-4 POSTED,,,1225911,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,11/03/2005,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1832,11/02/2005,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACCESS,,,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,10/26/2005,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1832,10/25/2005,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACCESS,,,1153266,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,02/16/2005,F1,COMPLAINT REFERRED TO DEPARTMENT OF ENVIRONMENTAL PROTECTION(DEP),0338,02/16/2005,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,"GARBAGE PICK UP IN PROGRESS, REFER TO DEP",,,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,02/07/2005,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0287,02/06/2005,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,"NO CONSTRUCTION ACTIVITY, AREA IN DARKNESS",,,1135204,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,11/24/1997,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1032,11/17/1997,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO STRUCTURAL DEFECT FOUND,,,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,11/18/1997,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1032,11/14/1997,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,UNABLE TO INSPECT FLOOR BEAM NO VISIBLE STRUCTURAL DEFECTS,,,1053021,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
2,10/09/1997,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1032,10/08/1997,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACCESS,,,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
1,10/09/1997,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1032,10/03/1997,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,NO ACCESS,,,1052242,407 EAST 69 STREET,1078426,MANHATTAN,10021
,,,,,,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,,,,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
2,01/08/2020,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2748,01/08/2020,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,I2- OBSERVED NO SHAKING OR VIBRATION AT TIME OF INSPECTION. SIDEWALK SHED IN    ENTIRE FRONT FACADE.,,,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
1,01/08/2020,D5,COMPLAINT ASSIGNED TO EMERGENCY RESPONSE TEAM,2632,01/08/2020,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,REFER TO ERT FOR INSPECTION,,,1533061,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,,,,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,,,,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
2,03/04/2021,Y2,VACATE ORDER FULLY RESCINDED,3120,03/04/2021,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,"JOB #123701226 FOR INTERIOR & EXTERIOR RENOVATION TO APT & ROOF S/O 02/16/21, WORK  CONFORM TO PLANS. SECOND MEANS OF EGRESS PRESENT AT EXPOSURE #1. BUILDING SAFE TO OCCUPY PENDING UTILITY PROVIDER CONED ENERGIZING ELECTRICAL SERVICE TO BUILDING. OKAY RESCIND VACATE ORDER UNDER COMP. #1531646. PARTIAL VACATE FOR ILLEGAL OCCUPANCY ISSUED 2/14/2010 UNDER COMPLAINT #1275705 TO REMAIN IN EFFECT UNTIL PAPERWORK (L2 WAIVER) IS PROVIDED.",,,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
1,12/26/2019,Y1,FULL VACATE ORDER ISSUED,2617,12/25/2019,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,Y-1 - FULL VACATE DUE TO FIRE AT THE 5TH AND ROOF-TOP LEVEL,,,1531646,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,,,,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
#,Disposition,Disposition,Disposition,Inspection,Date,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
,Date,Code,Disposition,By,Date,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,,,,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
3,09/29/2021,Y3,PARTIAL VACATE ORDER ISSUED,2923,09/28/2021,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,"UPON INSPECTION OBSERVED DOB APPROVED PLANS AND PERMIT ON SITE.  PLANS 123701226 STATES A STORAGE ROOM AT ENTRANCE NOT CONNECTED TO THE CELLAR APT. OBSERVED A SECOND ROOM IN CELLAR, STORAGE ROOM DOES NOT EXIST. WORK DOES NOT CONFORM TO DOB APPROVED PLANS. UNABLE TO RESCIND PARTIAL VACATE ORDER.",,,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
2,02/15/2010,Y3,PARTIAL VACATE ORDER ISSUED,0338,02/14/2010,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,ILLEGAL CLASS A APT IN CELLAR,,,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
1,02/15/2010,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0437,02/12/2010,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,NO ACCESS,,,1275705,409 EAST 69 STREET,1078427,MANHATTAN,10021
,,,,,,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
3,11/08/2017,Y4,VACATE ORDER PARTIALLY RESCINDED,1734,11/08/2017,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,PARTIAL RESCISSION OF VACATE TO ALLOW OCCUPANCY AT UNITS A&D FROM CELLAR TO 4TH FLOOR BASED ON FEU CORRESPONDENCE  DATED 11/08/17,,,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
2,10/19/2017,Y4,VACATE ORDER PARTIALLY RESCINDED,0469,10/19/2017,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,PARTIAL TO ALLOW APTS A & D FROM CELLAR TO 4TH FLOOR RE ENTERY & TO ALLOW ENGINEERING TO PERFORM EVALUATION AS PROPOSED.,,,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
1,10/10/2017,Y1,FULL VACATE ORDER ISSUED,2282,10/10/2017,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,Y1 - STRUCTURE RENDERED NON COMPLIANT DUE ADJACENT EXCAVATION SITE AT 1802 2ND AVENUE CAUSING NEW AND RE-APPEARANCE  OF OLD  CRACKS IN THE CEILING AND WALLS THROUGHOUT ALL APTS IN THE ENTIRE BUILDING.,,,1462542,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
2,08/23/2017,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2282,08/22/2017,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,C2 NO RESPONSE TO BELLS LS 4 POSTED,,,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
1,08/21/2017,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0235,08/21/2017,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,C1--NO ACCESS TO BUILDING. LS4 POSTED,,,1458389,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
2,08/23/2017,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2282,08/22/2017,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,C2 NO RESPONSE TO BELLS L S 4 POSTED,,,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
1,08/21/2017,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0235,08/21/2017,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,C1--NO ACCESS TO BUILDING. LS4 POSTED.,,,1458388,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
2,08/09/2017,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2608,08/09/2017,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,I-2 NO CONSTRUCTION ACTIVITY OR VIBRATIONS OBSERVED AT THE TIME OF INSPECTION.,,,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
1,08/07/2017,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2282,08/07/2017,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,"C1 - NO RESPONSE TO INTERCOM BELL FOR APT 1A, LS4 POSTED",,,1457151,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
2,07/17/2017,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2634,07/17/2017,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,I-2 NO OBSTRUCTED EGRESS AT THE TIME OF INSPECTION.,,,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
1,07/16/2017,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0250,07/16/2017,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,"C-1, NO RESPONSE TO BELL. NO ACCESS, L. S. # 4 POSTED AT FRONT.",,,1455324,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
2,07/07/2017,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2282,07/07/2017,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,"C2 - NO RESPONSE TO INTERCOM BELL 1B, NO CONTACT PHONE NUMBER PROVIDED, LS4     POSTED",,,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
1,07/06/2017,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2282,07/06/2017,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,"C1- NO RESPONSE TO KNOCKS AND BELLS, LS4 POSTED",,,1454487,303 EAST 93 STREET,1078670,MANHATTAN,10128
,,,,,,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
#,Disposition,Disposition,Disposition,Inspection,Date,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
,Date,Code,Disposition,By,Date,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
,,,,,,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
4,08/29/2019,XX,ADMINISTRATIVE CLOSURE,2552,08/29/2019,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
,,,WRONG DIS?POSITION CODE  L1 ENTER BY INSPECTOR ON 04/29/2019.,,,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
3,08/16/2019,H3,BUILDING VIOLATION ISSUED FOR FAILURE TO OBEY STOP WORK ORDER,2946,08/15/2019,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
,,,OBSERVED 6 WORKERS AT BACK YARD WORKING IN SCAFFOLD VIOLATION SWO,,,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
2,08/15/2019,L1,PARTIAL STOP WORK ORDER,2552,08/15/2019,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
,,,WRONG DISPOSITION ENTER.,,,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
1,05/01/2019,L1,PARTIAL STOP WORK ORDER,2946,04/29/2019,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
,,,AT TIME OF INSPECTION OBSERVED 4 WORKERS WORKING AT BACKYARD ON THE SCAFFOLD AT 290 CLINTON AVE. AND AT 259 DEKALB AVE. VIOLATING SWO.,,,3699342,259 DEKALB AVENUE,3339646,BROOKLYN,11205
,,,,,,3687876,290 CLINTON AVENUE,3339646,BROOKLYN,11205
#,Disposition,Disposition,Disposition,Inspection,Date,3687876,290 CLINTON AVENUE,3339646,BROOKLYN,11205
,Date,Code,Disposition,By,Date,3687876,290 CLINTON AVENUE,3339646,BROOKLYN,11205
,,,,,,3687876,290 CLINTON AVENUE,3339646,BROOKLYN,11205
4,08/27/2019,L2,STOP WORK ORDER FULLY RESCINDED,2613,08/27/2019,3687876,290 CLINTON AVENUE,3339646,BROOKLYN,11205
,,,CIVIL PENALTY PAID. OK TO RESCIND SWO,,,3687876,290 CLINTON AVENUE,3339646,BROOKLYN,11205
