X1,X2,complaint_num,address,bin,boro,zip
Comments:,A-6 UB FILED FOR REAR DETACHED GARAGE DUE TO ROOF COLLAPSED AND STRUCTURAL      MEMBERS ROTTED.,3701405,9 GARAGE CYPRESS COURT,3352755,BROOKLYN,11208
Last Inspection:,05/09/2019 -  - BY BADGE # 2791,3701303,9 GARAGE CYPRESS COURT,3352755,BROOKLYN,11208
Disposition:,05/09/2019 - Y1 - FULL VACATE ORDER ISSUED,3701303,9 GARAGE CYPRESS COURT,3352755,BROOKLYN,11208
ECB Violation #:,39002792J,3701303,9 GARAGE CYPRESS COURT,3352755,BROOKLYN,11208
Comments:,"Y-1 FULL VACATE. AT REAR OF PREMISES GARAGE FOUND IN A STATE OF DISREPAIR WITH ROOF COLLAPSED, WOOD STRUCTURAL MEMBERS ROTTED. EXPOSURE 1 PARAPET WALL COMPROMISED LEANING.",3701303,9 GARAGE CYPRESS COURT,3352755,BROOKLYN,11208
Last Inspection:,04/18/2019 -  - BY BADGE # ADMN,3697477,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Disposition:,04/18/2019 - P6 - INITIAL NOTIFICATION ACCEPTED,3697477,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Job Number:,321909084,3697477,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Comments:,NOTIFICATION ACCEPTED,3697477,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Last Inspection:,01/24/2019 -  - BY BADGE # 2656,3683927,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Disposition:,01/25/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3683927,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Comments:,VACATE ORDER APPEARS TO BE IN COMPLIANCE AT THE TIME OF INSPECTION.,3683927,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Last Inspection:,01/22/2019 -  - BY BADGE # 2387,3683579,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Disposition:,01/22/2019 - Y1 - FULL VACATE ORDER ISSUED,3683579,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
DOB Violation #:,012219CER01RJ/#318011,3683579,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Comments:,"Y-1 DUE TO STRUCTURE RENDERED NON COMPLIANT WITH EXTENSIVE FIRE DAMAGE THROUGHOUT, ROOF COLLAPSED, CEILING DOWN. WINDOWS OUT AND EXTENSIVE SMOKE AND WATER DAMAGE. FULL VACATE ISSUED",3683579,13 SCHENCK AVENUE,3086878,BROOKLYN,11207
Last Inspection:,01/03/2019 -  - BY BADGE # 2724,4759018,171-12 107 AVENUE,4218349,QUEENS,11433
Disposition:,01/03/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,4759018,171-12 107 AVENUE,4218349,QUEENS,11433
Comments:,"VACATE ORDER COMPLIED WITH, PEREMPTORY VACATE ORDER POSTED",4759018,171-12 107 AVENUE,4218349,QUEENS,11433
Last Inspection:,12/29/2018 -  - BY BADGE # 0250,4758892,171-12 107 AVENUE,4218349,QUEENS,11433
Disposition:,12/29/2018 - Y1 - FULL VACATE ORDER ISSUED,4758892,171-12 107 AVENUE,4218349,QUEENS,11433
DOB Violation #:,122918CERDM01,4758892,171-12 107 AVENUE,4218349,QUEENS,11433
ECB Violation #:,35355369K,4758892,171-12 107 AVENUE,4218349,QUEENS,11433
Comments:,"Y-1, AGG 2 SUMMONS REPORTED FOR FAILURE TO MAINTAIN DUE TO PARTIAL COLLAPSE OF EAST SIDE WALL AT REAR. I.E.D. PREPARED FOR DEMOLITION OF ENTIRE STRUCTURE",4758892,171-12 107 AVENUE,4218349,QUEENS,11433
Last Inspection:,03/28/2017 -  - BY BADGE # 2748,4685937,171-12 107 AVENUE,4218349,QUEENS,11433
Disposition:,03/29/2017 - A6 - VACANT/OPEN/UNGUARDED STRUCTURE - VIOLATION(S) ISSUED,4685937,171-12 107 AVENUE,4218349,QUEENS,11433
Comments:,SIDE DOOR AT EXPOSURE #02 WIDE OPEN AND UNGUARDED. PERMITTED UNAUTHORIZED       ACCESS.,4685937,171-12 107 AVENUE,4218349,QUEENS,11433
Last Inspection:,08/14/2018 -  - BY BADGE # 9NSX,2266833,1374 LELAND AVENUE,2028023,BRONX,10460
Disposition:,08/14/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2266833,1374 LELAND AVENUE,2028023,BRONX,10460
Comments:,NO VIOLATING CONDITIONS OBSERVED.,2266833,1374 LELAND AVENUE,2028023,BRONX,10460
Last Inspection:,07/10/2018 -  - BY BADGE # ADMN,2264791,1374 LELAND AVENUE,2028023,BRONX,10460
Disposition:,07/10/2018 - P6 - INITIAL NOTIFICATION ACCEPTED,2264791,1374 LELAND AVENUE,2028023,BRONX,10460
Job Number:,220630280,2264791,1374 LELAND AVENUE,2028023,BRONX,10460
Comments:,NOTIFICATION ACCEPTED,2264791,1374 LELAND AVENUE,2028023,BRONX,10460
Last Inspection:,06/08/2018 -  - BY BADGE # 2858,2262309,1374 LELAND AVENUE,2028023,BRONX,10460
Disposition:,06/11/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2262309,1374 LELAND AVENUE,2028023,BRONX,10460
Comments:,AT TIME OF INSP BLDG OBSERVED VACANT. FULL VACATE ORDER # X095/17 AND VACATE STICKER POSTED AT BLDG. ALL ENTRY DOORS LOCKED AT FRONT (EXPOSURE 1) AND REAR (EXPOSURE 3). ALL ACCESSIBLE  ENTRY OPENINGS ARE CLOSED.,2262309,1374 LELAND AVENUE,2028023,BRONX,10460
Last Inspection:,03/18/2021 -  - BY BADGE # 2328,2245341,1374 LELAND AVENUE,2028023,BRONX,10460
Disposition:,03/18/2021 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2245341,1374 LELAND AVENUE,2028023,BRONX,10460
Comments:,BUILDING DEMO UNDER JOB #220630280 SIGNED OFF 4/9/2019,2245341,1374 LELAND AVENUE,2028023,BRONX,10460
Last Inspection:,05/11/2019 -  - BY BADGE # 2709,5141757,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,05/13/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5141757,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,"AT TIME OF INSPECTION , FENCED GRADED AND EMPTY LOT .  NO VIOLATED CONDITION .",5141757,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,05/16/2019 -  - BY BADGE # 2746,5141750,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,05/16/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5141750,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,I2- NO AFTER HOURS WORK OBSERVED AT TIME OF CONSTRUCTION.,5141750,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,04/30/2019 -  - BY BADGE # ADMN,5141502,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,04/30/2019 - P6 - INITIAL NOTIFICATION ACCEPTED,5141502,14 GORDON STREET,5013968,STATEN ISLAND,10304
Job Number:,520324970,5141502,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,NOTIFICATION ACCEPTED,5141502,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,03/09/2019 -  - BY BADGE # 2728,5140040,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,03/09/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5140040,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,BUILDING IS UNOCCUPIED . PEREMPTORY VACATE ORDER POSTED.,5140040,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,01/24/2019 -  - BY BADGE # 1795,5139207,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,01/24/2019 - XX - ADMINISTRATIVE CLOSURE,5139207,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,"DUPLICATE , VACANT /OPEN BUILDING PREVIOUSLY REPORTED SEE COMPLAINT 5138953",5139207,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,11/06/2018 -  - BY BADGE # 0517,5138154,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,11/06/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5138154,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,I2-   OBSERVED NO DEBRIS FALLING OR HAVING FELL AT TIME OF INSPECTION NO ACTION TAKEN,5138154,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,04/17/2018 -  - BY BADGE # 2703,5133727,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,04/17/2018 - A6 - VACANT/OPEN/UNGUARDED STRUCTURE - VIOLATION(S) ISSUED,5133727,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,VIO ISSUED OPEN & UNGUARDED EXP # 1 & EXP # 3,5133727,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,12/01/2017 -  - BY BADGE # 2703,5131646,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,12/08/2017 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5131646,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,"AT EXPOSURE #1,3&4 NO ACCESSIBLE OPENINGS SAFE AND GUARDED",5131646,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,11/20/2017 -  - BY BADGE # 2703,5131532,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,11/20/2017 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5131532,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,BUILDING IS VACANT CLOSED AND GUARDED NO DEMO WORK BEING DONE,5131532,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,06/28/2017 -  - BY BADGE # 2384,5128364,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,06/28/2017 - H1 - PLEASE SEE COMPLAINT NUMBER  5127303,5128364,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,SEE COMPLAINT # 5127303. UB FILE ON 05/31/2017.,5128364,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,05/31/2017 -  - BY BADGE # 0801,5127303,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,06/01/2017 - A6 - VACANT/OPEN/UNGUARDED STRUCTURE - VIOLATION(S) ISSUED,5127303,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,"VACANT BLDG - SEALED, ROOF OF BUILDING IS CAVING IN AND STRUCTURALLY UNSOUND. ATTACHED BUILDING AT LEFT SIDE IS OCCUPIED. UB FILED.",5127303,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,03/18/2015 -  - BY BADGE # 1846,5114263,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,03/19/2015 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5114263,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,"BLDG IS SEALED, PADLOCK CLOSED NO WATER OBSERVED",5114263,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,07/29/2013 -  - BY BADGE # 1795,5105490,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,07/29/2013 - H1 - PLEASE SEE COMPLAINT NUMBER  5104895,5105490,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,"PENDING VIOLATION FILED INDER COMPLAINT # 5104895 FOR UNSAFE                     BUILDING OPEN, PENDING COURT ACTION",5105490,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,06/24/2013 -  - BY BADGE # 1846,5104895,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,06/25/2013 - A6 - VACANT/OPEN/UNGUARDED STRUCTURE - VIOLATION(S) ISSUED,5104895,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,ONE GROUND FLOOR PREVIOUS SEALED WINDOWS NOW OPEN UB#29/2013                    FILED,5104895,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,06/19/2013 -  - BY BADGE # 1846,5104689,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,06/20/2013 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5104689,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,BUILDING IS SECURE FRONT GATE LOCKED ALSO,5104689,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,02/12/2013 -  - BY BADGE # 1846,5102331,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,02/13/2013 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5102331,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,BUILDING IS SEALED,5102331,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,01/29/2013 -  - BY BADGE # 2438,5101592,14 GORDON STREET,5013968,STATEN ISLAND,10304
Disposition:,01/30/2013 - A8 - ECB VIOLATION SERVED,5101592,14 GORDON STREET,5013968,STATEN ISLAND,10304
DOB Violation #:,01292013P501EDB2,5101592,14 GORDON STREET,5013968,STATEN ISLAND,10304
ECB Violation #:,34932441R,5101592,14 GORDON STREET,5013968,STATEN ISLAND,10304
Comments:,WATER LEAKING THROUGH BASE OF CEMENTED UP WINDOW OF A VACANT                    BUILDING,5101592,14 GORDON STREET,5013968,STATEN ISLAND,10304
Last Inspection:,11/29/2018 -  - BY BADGE # ADMN,5138448,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Disposition:,11/29/2018 - P6 - INITIAL NOTIFICATION ACCEPTED,5138448,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Job Number:,520358844,5138448,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Comments:,NOTIFICATION ACCEPTED,5138448,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Last Inspection:,10/15/2018 -  - BY BADGE # 2703,5137747,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Disposition:,10/16/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5137747,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Comments:,POSTED PREMEPTORY VACATE 105/18,5137747,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Last Inspection:,10/12/2018 -  - BY BADGE # 2746,5137635,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Disposition:,10/12/2018 - Y1 - FULL VACATE ORDER ISSUED,5137635,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
DOB Violation #:,101218CERMP03,5137635,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
ECB Violation #:,35355994X,5137635,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Comments:,Y1- PREMISES IS IN A STATE OF DISREPAIR THROUGHOUT WITH A SECTION OF EXPOSURE 3 COLLAPSED. AT EXPOSURE 2 BULGING OUT AND EXPOSURE 4 BULGING IN. PREMISE IS OPEN AND UNGUARDED. THERE IS POTENTIAL FOR FURTHER COLLAPSE CREATING HAZARDOUS CONDITIONS.,5137635,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Last Inspection:,12/12/2012 -  - BY BADGE # 2511,5101521,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Disposition:,12/13/2012 - ND - NOTICE OF DEFICIENCY ISSUED,5101521,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Comments:,ROOF DAMAGE AND MIDDLE GIRDER IN CRAWL SPACE                                    ND #121212C0203GS,5101521,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Last Inspection:,10/16/2002 -  - BY BADGE # 0801,5035498,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Disposition:,10/18/2002 - A9 - ECB & BUILDINGS VIOLATIONS SERVED,5035498,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
DOB Violation #:,101602C02L03,5035498,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
ECB Violation #:,34369376J,5035498,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Comments:,E.C.B VIOLATION FOR LEANING TREE,5035498,170 GRIMSBY STREET,5105772,STATEN ISLAND,10306
Last Inspection:,02/04/2021 -  - BY BADGE # 3037,3785733,575 FULTON STREET,3000356,BROOKLYN,11201
Disposition:,02/04/2021 - A8 - ECB VIOLATION SERVED,3785733,575 FULTON STREET,3000356,BROOKLYN,11201
DOB Violation #:,020321CE02DG01,3785733,575 FULTON STREET,3000356,BROOKLYN,11201
ECB Violation #:,35543960X,3785733,575 FULTON STREET,3000356,BROOKLYN,11201
Comments:,"VIOLATION ISSUED-- EXTEND SIDEWALK SHED AS REQUIRE,PROVIDE                       JOB SIGN ON PARAPET",3785733,575 FULTON STREET,3000356,BROOKLYN,11201
Last Inspection:,11/26/2018 -  - BY BADGE # ADMN,3676900,575 FULTON STREET,3000356,BROOKLYN,11201
Disposition:,11/26/2018 - P6 - INITIAL NOTIFICATION ACCEPTED,3676900,575 FULTON STREET,3000356,BROOKLYN,11201
Job Number:,321557588,3676900,575 FULTON STREET,3000356,BROOKLYN,11201
Comments:,NOTIFICATION ACCEPTED,3676900,575 FULTON STREET,3000356,BROOKLYN,11201
