X1,X2,complaint_num,address,bin,boro,zip
Last Inspection:,03/21/2019 -  - BY BADGE # 2774,1504998,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,03/22/2019 - W1 - VIOLATION SERVED FOR DISOBEYING VACATE ORDER,1504998,201 WEST 145 STREET,1060482,MANHATTAN,10039
DOB Violation #:,01212019CSPOCL02,1504998,201 WEST 145 STREET,1060482,MANHATTAN,10039
ECB Violation #:,35402135R,1504998,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,"PARTIAL VACATE ORDER WAS ISSUED ON 11/16/18 ALLOWING TO BE OCCUPIED ONLY APT #15 AT TIME OF THIS INSPECTION APT 1A A MALE OCCUPANT DENIED ACCESS, APT 1D OCCUPIED BY A FEMALE, APT 1C WAS DENIED ACCESS, CORNER STORE WAS FOUND IN BUSINESS.",1504998,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,03/01/2019 -  - BY BADGE # 2276,1502904,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
Disposition:,03/01/2019 - A8 - ECB VIOLATION SERVED,1502904,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
DOB Violation #:,022719EE110FM5  022719EE110FM6  022719EE110FM7  022719EE110FM8    022719EE110FM9,1502904,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
ECB Violation #:,35358968X  35358969H  35358970P  35358971R  35358972Z,1502904,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
Comments:,"ELECTRICAL RACEWAY BACK OF BUILDING NOT SUPPORTED,  DEFECTIVE FIXTURES AND WIRING  IN PASSAGE WAY, NO ELECTRICAL APPLICATION ON  FILE FOR  HVAC UNIT AND ROLL DOWN GATE IN FRONT  OF STORE, NO GFCI  PROVIDED FOR HVAC UNITS,  ELECTRICAL METALIC TUBING RACEWAY USED FOR ROLL DOWN GATE WIRING",1502904,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
Last Inspection:,02/27/2019 -  - BY BADGE # 2915,1502901,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
Disposition:,02/27/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1502901,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
Comments:,"GAINED ACCESS INTO A 6 STORY BUILDING, AT TIME OF INSPECTION NO VIOLATING       CONDITIONS OBSERVED.",1502901,2500 ADAM C POWELL BOULEVARD,1060482,MANHATTAN,10039
Last Inspection:,02/26/2019 -  - BY BADGE # 2652,1502435,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,02/26/2019 - I3 - COMPLIANCE INSPECTION PERFORMED,1502435,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,COMPLIANCE INSPECTION PERFORMED,1502435,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,03/19/2019 -  - BY BADGE # 2886,1498251,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,03/20/2019 - L1 - PARTIAL STOP WORK ORDER,1498251,201 WEST 145 STREET,1060482,MANHATTAN,10039
DOB Violation #:,031919C10SK01  031919C10SK02,1498251,201 WEST 145 STREET,1060482,MANHATTAN,10039
ECB Violation #:,35373408N  35373409P,1498251,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,OATH SUMMONSES ISSUED FOR WORK WITHOUT PERMIT AND FAILURE TO MAINTAIN. AT TIME OF INSPECTION NO RESTAURANT OBSERVED AT THE PROPERTY. OBSERVED @EXP. #1 OF THE BUILDING CONSTRUCTION WORK IN PROGRESS AT THE OSP LEVEL FOR RENOVATION OF SIDEWALK VAULT ATTACHED TO THE CELLAR LEVEL WITH REPLACING STEEL BEAMS WITHOUT PERMIT. ALSO OBSERVED THE EXISTING STEEL BEAMS IN THE VAULT ARE CORRODED AND RUSTED. (JOB #123513108 FOR THE SAME PURPOSE FILED ON 12/19/2018 AND DISAPPROVED),1498251,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,09/27/2018 -  - BY BADGE # 2982,1490763,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,09/27/2018 - W1 - VIOLATION SERVED FOR DISOBEYING VACATE ORDER,1490763,201 WEST 145 STREET,1060482,MANHATTAN,10039
DOB Violation #:,092718C10JL02,1490763,201 WEST 145 STREET,1060482,MANHATTAN,10039
ECB Violation #:,35344487H,1490763,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,"OATH SUMMONS  ISSUED FOR FAILURE TO OBEY A VACATE ORDER FROM THE COMMISSIONER. APT # 19,16,12,7,1,6 AND 10 IS OCCUPIED AT TIME OF INSPECTION.",1490763,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,09/01/2017 -  - BY BADGE # 2801,1458439,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,09/05/2017 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1458439,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,T TIME OF INSPECTION NO UNSAFE HOISTING OBSERVED                                2. NO OTHER ACTION NECESSARY,1458439,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,07/01/2016 -  - BY BADGE # 2669,1427120,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,07/01/2016 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1427120,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,IN COMPLIANCE WITH VACATE ORDER#71/2016 AT TIME OF INSPECTIO                    N,1427120,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,05/31/2016 -  - BY BADGE # 1734,1425065,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,06/01/2016 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1425065,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,LOCATION ADHERING TO VACATE AT TIME OF INSPECTION,1425065,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,04/29/2016 -  - BY BADGE # 2283,1411756,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,04/29/2016 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1411756,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,I2 - NO CONSTRUCTION DEBRIS OBSERVED.,1411756,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,02/26/2014 -  - BY BADGE # 2415,1365196,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,02/27/2014 - A8 - ECB VIOLATION SERVED,1365196,201 WEST 145 STREET,1060482,MANHATTAN,10039
DOB Violation #:,022614PL10DG01,1365196,201 WEST 145 STREET,1060482,MANHATTAN,10039
ECB Violation #:,35066160Z,1365196,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,DEFECTIVE STORM LEADER,1365196,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,04/29/2009 -  - BY BADGE # 2196,1253027,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,05/05/2009 - A1 - BUILDINGS VIOLATION(S) SERVED,1253027,201 WEST 145 STREET,1060482,MANHATTAN,10039
Electrical Violation #:,Z121551,1253027,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,"ORIGINAL COMPLAINT FIXED; - PANEL IN BASEMENT,BX AND RISRES                     NOT PROPERLY TERMINATED (NO CONNECTORS)",1253027,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,03/23/2005 -  - BY BADGE # 0367,1135976,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,03/23/2005 - XX - ADMINISTRATIVE CLOSURE,1135976,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,PPN-2-91,1135976,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,05/16/2002 -  - BY BADGE # 1734,1096791,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,05/21/2002 - A1 - BUILDINGS VIOLATION(S) SERVED,1096791,201 WEST 145 STREET,1060482,MANHATTAN,10039
DOB Violation #:,051602ZSTF03DP,1096791,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,"HAVING PROHIBITED ADVERTISING SIGNAGE.HAVING INSTALLED A                        SIGN.OTHER VIOL.#'S 051602ZSTF04DP,05 & 06",1096791,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,02/02/2001 -  - BY BADGE # 1766,1084166,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,02/02/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,1084166,201 WEST 145 STREET,1060482,MANHATTAN,10039
DOB Violation #:,020201CZSTF01YC,1084166,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,"HAVING INSTALLED AN AWNING WITHOUT A PERMIT.SEE VIOLATION                       #'S 020201CSTF02YC,CZSTF03YC,CZSTF04YC,ZSTF05YC,06 & 07",1084166,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,02/02/2001 -  - BY BADGE # 1766,1084165,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,02/02/2001 - A1 - BUILDINGS VIOLATION(S) SERVED,1084165,201 WEST 145 STREET,1060482,MANHATTAN,10039
DOB Violation #:,020201CZSTF01YC,1084165,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,HAVING INSTALLED AN AWNING WITHOUT A PERMIT,1084165,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,02/02/2001 -  - BY BADGE # 1766,1084043,201 WEST 145 STREET,1060482,MANHATTAN,10039
Disposition:,02/02/2001 - H1 - PLEASE SEE COMPLAINT NUMBER  1084165,1084043,201 WEST 145 STREET,1060482,MANHATTAN,10039
Comments:,SEE COMPLAINT NUMBER 1084165,1084043,201 WEST 145 STREET,1060482,MANHATTAN,10039
Last Inspection:,08/06/2020 -  - BY BADGE # 2399,3760485,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,08/06/2020 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3760485,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,BUILDING SEALED PER DEPT RULES DOOR PADLOCKED AND WINDOWS CEMENTED OVER. NO     ACTION WARRANTED.,3760485,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,01/30/2019 -  - BY BADGE # 2472,3684688,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,01/30/2019 - G5 - COMPLAINT REFERRED TO NEW YORK POLICE DEPARTMENT,3684688,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,MATTERS OF CRIMINAL TRESPASS ARE REFERRED TO NYPD,3684688,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,01/30/2019 -  - BY BADGE # 2472,3684671,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,01/30/2019 - I1 - COMPLAINT UNSUBSTANTIATED BASED ON DEPARTMENT RECORDS,3684671,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,CON ED ENERGY SERVICES BROOKLYN HAVE REPORTED ELECTRIC SERVI                    CE IS NOW DISCONNECTED AT THE POLE.  NAN,3684671,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,01/15/2019 -  - BY BADGE # 2270,3682802,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,01/15/2019 - XX - ADMINISTRATIVE CLOSURE,3682802,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,DUPLICATE COMPLAINT. TO BE ADDRESSED WITH COMPLAINT NUMBER 3682796,3682802,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,01/16/2019 -  - BY BADGE # 2654,3682796,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,01/18/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3682796,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,OBSERVED PROPERTY CLOSED AT TIME OF INSPECTION.,3682796,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,01/09/2019 -  - BY BADGE # 2685,3682080,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,01/10/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3682080,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,"IMMEDIATE EMERGENCY DECLARATION #12496  FILED ON 01.07.19 FOR SEAL OF THE BUILDING. AT TIME OF INSPECTION, OWNER WAS IN COMPLIANCE. WORK CREW ON SITE SEALING THE PREMISES WITH PLYWOOD",3682080,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,01/09/2019 -  - BY BADGE # 2472,3682079,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,01/09/2019 - I1 - COMPLAINT UNSUBSTANTIATED BASED ON DEPARTMENT RECORDS,3682079,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,NAT GRID DISPATCH REPORTS GAS CUT AND CAPPED @ STREET ON 01-                    07-2019. A LICENSED PROFESSIONAL WILL BE REQUIRED TO AUTHORI,3682079,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,11/27/2018 -  - BY BADGE # 2656,3676850,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,11/27/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3676850,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,VACATE ORDER APPEARS TO BE IN COMPLIANCE AT THE TIME OF INSPECTION. VACATE      STICKER STILL IN PLACE.,3676850,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,01/09/2019 -  - BY BADGE # 2695,3676286,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,01/10/2019 - A8 - ECB VIOLATION SERVED,3676286,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
DOB Violation #:,010919PL05DB01,3676286,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
ECB Violation #:,35352537R,3676286,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,"GAS BYPASS WAS REMOVED PRIOR TO OUR INSPECTION, FUTURE GAS CONNECTION FOUND IN  GAS METER ROOM",3676286,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,11/20/2018 -  - BY BADGE # 1252,3676202,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,11/20/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3676202,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,"VACATE IS IN COMPLIANCE,  BUILDING FRONT DOORS LOCKED IN PLACE WITH VACATE STICKER  AND VIOLATION POSTED. NO EVIDENCE OF OCCUPANCY.",3676202,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,11/17/2018 -  - BY BADGE # 2905,3675837,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,11/19/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3675837,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,"OBSERVED 3 ADULTS OCCUPIED 1ST FLOOR, LOOKING FOR RED CROSS HELP, INFORMED SUPERVISOR AND CALLED RED CROSS. VACATE ORDER # B535/18 POSTED.",3675837,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,11/14/2018 -  - BY BADGE # 2596,3675495,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,11/15/2018 - Y1 - FULL VACATE ORDER ISSUED,3675495,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
DOB Violation #:,111418C05WH03  111418C05WH04,3675495,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
ECB Violation #:,35349569Y  35349570L,3675495,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,ILLEGAL OCCUPANCY THOUGH OUT. NO UTILITY SERVICES WERE ON AT TIME OF INSPECTION FULL VACATE & SUMMONS ISSUED,3675495,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,03/31/2008 -  - BY BADGE # 0855,3258633,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Disposition:,03/31/2008 - XX - ADMINISTRATIVE CLOSURE,3258633,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Comments:,DUPLICATE COMPLAINT ROUTE PENDING FIELD INSPECTION FOR COMPL                    AINT #3258161,3258633,737 GEORGIA AVENUE,3097277,BROOKLYN,11207
Last Inspection:,08/22/2019 -  - BY BADGE # ADMN,3718062,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Disposition:,08/22/2019 - P6 - INITIAL NOTIFICATION ACCEPTED,3718062,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Job Number:,321931353,3718062,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Comments:,NOTIFICATION ACCEPTED,3718062,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Last Inspection:,11/14/2018 -  - BY BADGE # 9XCX,3684793,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Disposition:,01/31/2019 - A1 - BUILDINGS VIOLATION(S) SERVED,3684793,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
DOB Violation #:,111418FEU31501XC,3684793,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Comments:,OWN ENGAGE NY LICENSE PE&CONT'R EVAL&REPAIR BLDG U/PRMT FILE                    PRMT NO LATER THAN 2/15/19 STRT WRK NO LATER THAN 3/1/19,3684793,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Last Inspection:,11/17/2018 -  - BY BADGE # 2905,3675777,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Disposition:,11/19/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3675777,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Comments:,"DOOR OPEN,  BUILDING NOT OCCUPIED. VACATE ORDER #B529/18 POSTED.",3675777,1663 SHEEPSHEAD BAY ROAD,3204994,BROOKLYN,11235
Last Inspection:,11/14/2018 -  - BY BADGE # 9XCX,3684834,1669 SHEEPSHEAD BAY ROAD,3337322,BROOKLYN,11235
Disposition:,01/31/2019 - A1 - BUILDINGS VIOLATION(S) SERVED,3684834,1669 SHEEPSHEAD BAY ROAD,3337322,BROOKLYN,11235
DOB Violation #:,111418FEU31504XC,3684834,1669 SHEEPSHEAD BAY ROAD,3337322,BROOKLYN,11235
Comments:,OWN ENGAGE ANY LICENSED PE&CONT'R TO EVAL BLDG&REPAIR UNDER                     PERMIT FILE PRMT NO LATER THAN 3/1/19 START WRK BY 3/1/19,3684834,1669 SHEEPSHEAD BAY ROAD,3337322,BROOKLYN,11235
Last Inspection:,11/17/2018 -  - BY BADGE # 2905,3675780,1669 SHEEPSHEAD BAY ROAD,3337322,BROOKLYN,11235
Disposition:,11/19/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3675780,1669 SHEEPSHEAD BAY ROAD,3337322,BROOKLYN,11235
Comments:,"KNOCKED DOOR, NO ANSWER. VACATE ORDER #B532/18 POSTED.",3675780,1669 SHEEPSHEAD BAY ROAD,3337322,BROOKLYN,11235
Last Inspection:,11/14/2018 -  - BY BADGE # 9XCX,3684842,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Disposition:,01/31/2019 - A1 - BUILDINGS VIOLATION(S) SERVED,3684842,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
DOB Violation #:,111418FEU31505XC,3684842,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Comments:,OWN ENGAGE NY LICENSE PE&CONT'R TO EVAL BLDG&REPAIR UNDER                       PRMT FILE FOR PRMT NO LATER THAN 2/15/19 STRT WRK BY 3/1/19,3684842,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Last Inspection:,11/17/2018 -  - BY BADGE # 2905,3675781,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Disposition:,11/19/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3675781,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Comments:,"KNOCKED DOOR, NO OCCUPATION. VACATE ORDER #B533/18 POSTED.",3675781,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Last Inspection:,12/28/2000 -  - BY BADGE # 0469,3085206,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Disposition:,01/16/2001 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3085206,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
Comments:,NO WORK AT PREMISES AT TIME  OF INSPECTION,3085206,1671 SHEEPSHEAD BAY ROAD,3337323,BROOKLYN,11235
