X1,X2,X3,X4,X5,X6,complaint_num,address,bin,boro,zip
,,,NO WORK ONGOING AT TIME OF INSP. PERMITS ISSUED 302007110 FO                    R REPAIRS,,,3266792,242 HOWARD AVENUE,3041432,BROOKLYN,11233
2,05/31/2008,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,1871,05/30/2008,3266792,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,TENANT REQUESTED DAY TIME INSPECTION WHEN THE WORK IS BEING                     PERFORMED,,,3266792,242 HOWARD AVENUE,3041432,BROOKLYN,11233
1,05/31/2008,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1871,05/30/2008,3266792,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,NO ACCESS,,,3266792,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,,,,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
#,Disposition,Disposition,Disposition,Inspection,Date,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,Date,Code,Disposition,By,Date,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,,,,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
3,05/08/2008,L2,STOP WORK ORDER FULLY RESCINDED,2349,05/08/2008,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,OWNER AND /OR CONTRACTOR HAS COMPLIED W/REMEDY SET FORTH IN                     VIOL#030108C0301JM BY OBTAINING VALID PERMIT FOR WORK,,,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
2,03/13/2008,A3,FULL STOP WORK ORDER SERVED,2201,03/13/2008,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,"DEMO WORK INCLUDING REMOVAL OF WALLS,CEILINGS,GAS AND PLUMB-                    ING LINES AT TWO APTS 1ST FL AND 2ND FL LEFT SIDE APT",,,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
1,03/13/2008,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,1842,03/13/2008,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,REFER TO BORO,,,3256762,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,,,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
#,Disposition,Disposition,Disposition,Inspection,Date,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,Date,Code,Disposition,By,Date,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,,,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
6,08/30/2004,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,1252,08/30/2004,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,NO RESPONSE TO THE DOOR NO ACCESS TO THE REAR LS4 POSTED,,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
5,08/30/2004,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1252,08/30/2004,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,NO RESPONSE TO THE DOOR NO ACCESS TO THE REAR LS4 POSTED,,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
4,08/30/2004,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0235,08/29/2004,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,LS4 POSTED NO ENTRY TO REAR YARD,,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
3,08/30/2004,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1721,08/28/2004,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,NO RESPONSE TO DOOR BELL,,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
2,08/30/2004,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,0235,08/29/2004,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,REFER TO BORO,,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
1,08/30/2004,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0235,08/29/2004,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,"UNABLE TI GAIN AN ACCESS TO THE REAR, LS-4 POSTED AT THE",,,3139516,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,,,,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
#,Disposition,Disposition,Disposition,Inspection,Date,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,Date,Code,Disposition,By,Date,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,,,,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
2,05/02/2003,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0763,04/24/2003,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,NO RESPONSE TO DOOR NO ENTRY LEFT LS4,,,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
1,04/22/2003,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0763,04/21/2003,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,NO REPLY TO DOOR BELLS NO ENTRY TO REAR OF BUILDING,,,3111416,242 HOWARD AVENUE,3041432,BROOKLYN,11233
,,,,,,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
3,02/17/2022,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,3408,02/17/2022,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,"RANG DOOR BELL, KNOCKED ON FRONT DOOR, NO RESPONSE LS4 POSTED ON FRONT DOOR.",,,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
2,02/03/2022,D8,COMPLAINT ASSIGNED TO EXECUTIVE INSPECTIONS,1795,02/03/2022,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,REASSIGNED,,,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
1,02/03/2022,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,1795,02/03/2022,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,.,,,3830233,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
3,08/03/2021,Y2,VACATE ORDER FULLY RESCINDED,2351,08/03/2021,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,VACATE ORDER B551/18 DISMISS BASED ON RESCISSION LETTER BC V.KAZIMIR DATED      07/27/21,,,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
2,07/21/2021,Y1,FULL VACATE ORDER ISSUED,2759,07/21/2021,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,AT TIME OF INSPECTION OBSERVED  ALL RENOVATION IS COMPLETE UNDER JOB# 322046683 WHICH WAS OBTAIN FOR INTERIOR RESTORATION OF FIRE DAMAGED OF FIRE DAMAGE KITCHEN & BATHROOM AND SIGN OFF  ON 07/01/2021. ALL EGRESS CLEARED AND  GUIDELINES FOLLOWED WITH NO UNSAFE CONDITION NOTED. OKAY TO FULLY RESCIND VACATE ORDER #B551/18 PENDING BC APPROVAL.,,,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
1,11/28/2018,Y1,FULL VACATE ORDER ISSUED,2634,11/28/2018,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,"Y-1 FULL VACATE DUE TO FIRE, WITH COMPROMISED EGRESS, MISSING FIRE STOP IN APT AND HALLWAY AT THE TIME OF INSPECTION.",,,3677241,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
2,05/16/2008,C4,ACCESS DENIED - 2ND ATTEMPT,1925,05/15/2008,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,ACCESS DENIED,,,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
1,05/08/2008,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2312,05/08/2008,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,NO ACCESS ON 1ST ATTEMPT,,,3263127,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
2,05/28/2008,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0363,05/20/2008,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,ACCESS GAIN INTO BUILDING NO SIGNS OF ANY CEILING OR WALLS I                    IN DISREPAIR. NO ACTION NECESSARY,,,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
1,05/16/2008,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0363,05/08/2008,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,COULD NOT GAIN ACCESS INTO CELLAR LS4 POSTED,,,3263123,15 LOCUST STREET,3071760,BROOKLYN,11206
,,,,,,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
2,04/08/2022,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,3109,04/08/2022,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,INSPECTOR UNABLE TO GAIN ACCESS. POSTED LS-4 TO FRONT DOOR,,,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
1,04/08/2022,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,3125,04/08/2022,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"ACCESS UNAVAILABLE, GARAGE ROLL UP GATE IS DOWN AND LOCKED",,,3838927,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
3,11/15/2021,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0517,11/14/2021,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,C2 UNABLE TO GAIN ACCESS AT TIME OF INSPECTION ROLL DOWN GATE LOCKED SECOND     ATTEMPT LS4  POSTED,,,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
2,11/13/2021,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2749,11/13/2021,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"C-1 BUILDING CLOSED AND LOCKED UP/NO ACCESS TO AREA IN QUESTION, LS4 POSTED",,,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
1,11/13/2021,D5,COMPLAINT ASSIGNED TO EMERGENCY RESPONSE TEAM,2632,11/13/2021,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,REFER TO ERT,,,3820879,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
4,06/25/2021,L2,STOP WORK ORDER FULLY RESCINDED,2701,06/25/2021,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"OBSERVED ADEQUATE HOUSEKEEPING BEING MAINTAINED THROUGHOUT, OPENINGS ON FLOOR AREA SEALED, ALL APPROVED PLANS ON SITE & ELECTRICAL APPLICATION # B00504820 WAS ISSUED ON 10-06-21 FOR WORK ON 1ST TO 3RD FLOOR. SWO IS FULLY RESCINDED.",,,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
3,05/21/2021,L3,STOP WORK ORDER PARTIALLY RESCINDED,2701,05/21/2021,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"OBSERVED INADEQUATE HOUSEKEEPING THROUGHOUT, HOLE OPENING ON FLOOR AREA AT 2ND FLOOR, APPROVED PLANS FOR PLUMBING(B00272574) & MECHANICAL(B00272491) NOT ON SITE, ELECTRICAL WORK WAS DONE FROM 1ST FLOOR UP WHEN ELECTRICAL PERMIT # B00504820-1L-EL STATES GENERAL WIRING 2ND & 3RD FLOOR & ONLY OTHER ELECTRICAL APPLICATION #B00205832 ON FILE IS FOR SWS. PSWO RESCIND IS DENIED. ONLY ALLOWED TO CLEAN UP & MAKE SITE SAFE, NO NEW WORK.",,,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
2,04/22/2021,L3,STOP WORK ORDER PARTIALLY RESCINDED,2759,04/22/2021,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"APPROVED PLANS PROVIDED ON SITE  UNDER ALT.2 JOB # 322015797 WHICH WAS TO OBTAIN FOR RENOVATE OF 4 STORY BUILDING WITH 10 APARTMENTS WHERE 4TH FLOOR APARTMENTS IS APPROX 90% COMPLETE, 3RD FLOOR APTS APPROX 60% , 1ST AND 2ND FLOOR GUTTED. (7)LIGHT BULBS UNDER TEMPORARY SWS ALL FUNCTIONAL. ALL PERMITS AND DOCUMENTS ARE POSTED. HOWEVER SITE FAIL TO MAINTAIN ADEQUATE HOUSEKEEPING, AS THERE IS EXCESSIVE GARBAGE STORED ON SITE. FSWO RESCIND TO PSWO (TO REMOVE ALL EXCESSIVE GARBAGE).",,,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
1,04/08/2021,A3,FULL STOP WORK ORDER SERVED,2701,04/08/2021,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"2 SUMMONS + FSWO ISSUED FOR WORKER DENYING ACCESS, PLUS 7 LIGHT BULBS FOR TEMPORARY LIGHTING AT SWS IS OUT. PREMISE IS UNDER ACTIVE ALT JOB # 322015797. STOP ALL WORK & MAKE SITE SAFE.",,,3792748,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
,,,,,,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
2,03/09/2021,L1,PARTIAL STOP WORK ORDER,3244,03/09/2021,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
,,,"Failure to maintain building in code compliant manner as there were fallen debris to adj. property - Failure to gain License or access agreement to enter adj. property to install existing SWS..Repair and maintain building in code compliant manner. Stop all exterior work, obtain required agreement..DOB # 030921CE03MG0304",,,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
1,03/09/2021,EJ,COMPLAINT ASSIGNED TO CONSTRUCTION SAFETY ENFORCEMENT,1795,03/09/2021,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
,,,REFERRED TO CSE,,,3789276,602 MARCY AVENUE,3048777,BROOKLYN,11206
,,,,,,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
2,10/03/2019,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2860,09/30/2019,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,UPON INSPECTION THIS BUILDING WAS LOCKED. UNABLE TO GAIN ACCESS TO PROPERTY.,,,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
1,09/30/2019,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2880,09/27/2019,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,NO ACCESS. FRONT DOOR IS LOCKED FROM THE OUTSIDE. POSTED LS-4,,,3723477,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
2,09/04/2020,L2,STOP WORK ORDER FULLY RESCINDED,2701,09/04/2020,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,AT TIME OF INSPECTION OBSERVED NO OCCUPANCY IN THE APARTMENTS. ALT 2 JOB # 322015797 WAS FILED ON 12-05-2019 AND PERMITTED FOR GENERAL INTERIOR RENOVATIONS TO ALL 10 APARTMENTS IN EXISTING 4 STORY BUILDING. FSWO IS OKAY TO RESCINDED.,,,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
1,09/12/2019,A3,FULL STOP WORK ORDER SERVED,2725,09/12/2019,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"A8 - AT TIME OF INSPECTION, 3 MALE WORKERS REMOVING FIRESTOPPING FROM FIRE RATED PARTITIONS AT APARTMENT 5 AT 3RD FLOOR OF A 10 UNIT MULTIPLE DWELLING, COMPROMISING FIRESTOPPING OF ADJACENT APARTMENTS, SAID WORK PERFORMED WITHOUT A PERMIT - ECB SUMMONS AND FULL STOP WORK ORDER SERVED",,,3721003,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
5,01/02/2020,Y2,VACATE ORDER FULLY RESCINDED,2552,01/02/2020,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,AS PER BORO COMMISSIONER RESCISSION LETTER DATED 12-06-2019. OK TO RESCIND      VACATE ORDER B 365/19.,,,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
4,12/27/2019,Y1,FULL VACATE ORDER ISSUED,2552,12/27/2019,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,AS PER BORO COMMISSIONER RESCISSION LETTER DATED 12-6-2019. OK TO RESCIND VACATEORDER # B 365/19.,,,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
3,11/14/2019,Y1,FULL VACATE ORDER ISSUED,3123,11/13/2019,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"AT TIME OF INSPECTION, FIRE DAMAGED PORTION OF THE BUILDING REMAINS IN A STATE OF DISREPAIR AND UNOCCUPIED. NO OBJECTION TO AN ADMINISTRATIVE PARTIAL VACATE DISMISSAL FOR THE 2 COMMERCIAL SPACES AT EXPOSURES # 4.",,,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
2,10/23/2019,Y1,FULL VACATE ORDER ISSUED,3123,10/23/2019,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"AT TIME OF INSPECTION, APPOINTMENT NOT KEPT. NO AGENT AVAILABLE TO ASSIST WITH  INSPECTIONS.",,,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
1,07/29/2019,Y1,FULL VACATE ORDER ISSUED,2387,07/29/2019,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,Y-1 FULL VACATE  DUE TO FIRE. EXTENSIVE FIRE AND SMOKE DAMAGE THROUGHOUT APT 8. WINDOWS OUT ROOF OPEN. WATER DAMAGE HAS OCCURRED THROUGHOUT BUILDING WITH MANY APTS CEILINGS OPEN AND WATER DAMAGE OBSERVED.,,,3713733,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
2,08/19/2011,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1129,08/16/2011,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,NO FURTHER ACTION NECESSARY,,,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
1,02/14/2011,J1,FOLLOW-UP INSPECTION TO BE SCHEDULED UPON FURTHER RESEARCH,2408,02/09/2011,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,"NEW BOILER INSTALLED UNDER JOB# 310400679, WAITING FOR                          INSPECTION",,,3364046,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
,,,,,,3105755,602 MARCY AVENUE,3048777,BROOKLYN,11206
#,Disposition,Disposition,Disposition,Inspection,Date,3105755,602 MARCY AVENUE,3048777,BROOKLYN,11206
,Date,Code,Disposition,By,Date,3105755,602 MARCY AVENUE,3048777,BROOKLYN,11206
,,,,,,3105755,602 MARCY AVENUE,3048777,BROOKLYN,11206
2,11/14/2002,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0763,11/13/2002,3105755,602 MARCY AVENUE,3048777,BROOKLYN,11206
