X1,X2,X3,X4,X5,X6,complaint_num,address,bin,boro,zip
2,07/02/2001,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0370,06/27/2001,1087692,1594 2 AVENUE,1049909,MANHATTAN,10028
,,,PERMIT RENOVATION STONE INTREIOR 1025105-01 EXP. 03/17/02,,,1087692,1594 2 AVENUE,1049909,MANHATTAN,10028
1,07/02/2001,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,1748,06/01/2001,1087692,1594 2 AVENUE,1049909,MANHATTAN,10028
,,,NO ACCESS LS-4 POSTED,,,1087692,1594 2 AVENUE,1049909,MANHATTAN,10028
,,,,,,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,,,,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
2,08/18/2020,A1,BUILDINGS VIOLATION(S) SERVED,9FFX,08/05/2020,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,"OWNR IMMD ENGAGE NYSPE&CONTR EVALU ENTRE BLDG,OBTAIN PERMIT                     REPAIR FIRE DMG NLT9/4/20.SIGN OFF RPR JOBU NLT 10/30/2020",,,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
1,08/05/2020,A1,BUILDINGS VIOLATION(S) SERVED,9FFX,08/05/2020,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,"OWNR IMMD ENGAGE NYSPE&CONTR EVALU ENTRE BLDG,PROV TEMP ROOF                    &REINSTATE EGRESS/FIRE PROT.WRK U/CONTIN SUPV PE.FILE 48 HRS",,,1549607,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,,,,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,,,,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
5,03/22/2022,Y2,VACATE ORDER FULLY RESCINDED,2957,03/21/2022,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,AT TIME OF IINSPECTION OBSERVED JOB # 140940374 FILED TO RENOVATE ROOF AND APT # 5N AND SIGNED OFF ON 02/26/2021. APT # 5N IS SAFE TO OCCUPY AND ROOF HAS BEEN REPAIRED. OK TO LIFT DOB VIO# 073120CNE01KC AND VAC M64/2020.,,,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
4,10/21/2020,Y4,VACATE ORDER PARTIALLY RESCINDED,2923,10/21/2020,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,"GAINED ACCESS TO BUILDING, APT 5N AND ROOF. UPON INSPECTION OBSERVED ACTIVE PERMIT 140940374 AND DOB APPROVED PLANS ON SITE. IN APT 5N THE CEILING JOISTS HAVE BEEN REPLACED AND THE ROOF HAS BEEN REPAIRED ALL WORK CONFORMS TO PLANS. HOWEVER THE APPLICATION NOT SIGNED OFF",,,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
3,09/03/2020,Y4,VACATE ORDER PARTIALLY RESCINDED,2923,09/02/2020,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,TENANTS OF LOCATION ARE MOVING OUT THEIR BELONGINGS FROM APARTMENTS DUE TO FULL VACATE SERVED BY DOB ON 07/31/2020,,,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
2,08/07/2020,Y4,VACATE ORDER PARTIALLY RESCINDED,2998,08/07/2020,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,"AT TIME OF INSPECTION, RESTAURANT AT GROUND LEVEL IN GOOD CONDITION, WASN'T EFFECTED BY FIRE. OK TO PARTIALLY LIFT VACATE FOR RESTAURANT AT GROUND LEVEL ONLY.",,,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
1,07/31/2020,Y1,FULL VACATE ORDER ISSUED,2675,07/31/2020,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,Y1-FULL VACATE ISSUED FOR STRUCTURE RENDERED NON COMPLIANT DUE TO ROOF BEING    OPENED FROM FIRE DAMAGE.,,,1549142,1694 2 AVENUE,1050061,MANHATTAN,10128
,,,,,,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
2,10/19/2019,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2923,10/19/2019,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,GAINED ACCESS TO VACANT BUILDING THROUGH SECURITY GUARD. CONDUCTED WALK THROUGH OF 6 STORY BUILDING DID NOT OBSERVE ANY INDIVIDUALS LIVING IN BUILDING.,,,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
1,08/07/2019,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,1795,08/07/2019,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,ADDRESS  ESTABLISHED,,,1518188,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
2,08/22/2018,F3,COMPLAINT REFERRED TO DEPARTMENT OF HEALTH,2982,08/22/2018,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,"OBSERVED NO FLIES OUTSIDE OF VACANT BUILDING. HOWEVER, UNABLE TO DETERMININE CONDITION INSIDE . REFERRED TO DEPARTMENT OF HEALTH.",,,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
1,08/08/2018,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,1795,08/08/2018,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,ADDRESS CORRECTED,,,1485871,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
5,11/28/2017,Y1,FULL VACATE ORDER ISSUED,1734,11/28/2017,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,AS PER DOB FEU: FULL VACATE REINSTANTED. TENANTS HAVE BEEN ACCOMODATED. NO OCCUPANCY OTHER THAN BUILDING STABILIZATION AND REPAIR EFFORTS,,,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
4,11/20/2017,Y3,PARTIAL VACATE ORDER ISSUED,1734,11/20/2017,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,PARTIAL ALLOWANCE AS PER FEU COMMUNCATION 11/17/17 TO ALLOW TENNANTS TO RETRIEVE PERSONAL EFFECTS ONLY P.E. LETTER CONFIRMING ADEQUATE BUILDING STABILITY ON FILE DATED 11/17/17 NO OTHER OCCUPANCY OUTSIDE OF TEMP ALLOWANCE OR BUILDING STABLIZATION ALLOWED,,,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
3,11/20/2017,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,1734,11/20/2017,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,PARTIAL ALLOWANCE AS PER FEU COMMUNCATION 11/17/17 TO ALLOW TENNANTS TO RETRIEVE PERSONAL EFFECTS ONLY P.E. LETTER CONFIRMING ADEQUATE BUILDING STABILITY ON FILE DATED 11/17/17 NO OTHER OCCUPANCY OUTSIDE OF TEMP ALLOWANCE OR BUILDING STABLIZATION ALLOWED.,,,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
2,11/10/2017,Y1,FULL VACATE ORDER ISSUED,2775,11/10/2017,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,"SEVERE EXTERIOR CRACKS, FULL VACATE ISSUED",,,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
1,11/09/2017,E6,COMPLAINT ASSIGNED TO SPECIAL OPERATIONS UNIT,2446,11/09/2017,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,REFER TO SPECIAL OPS,,,1465047,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
2,07/22/2016,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,5061,07/21/2016,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,THERE WAS NO VISIBLE SIGN OF DAMAGE TO THE BUILDING                             NO ACTION IS WARRANTED.B#5061 EX/ID#2619,,,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
1,07/21/2016,E8,COMPLAINT ASSIGNED TO EXCAVATION INSPECTION & AUDITS TEAM,2633,07/21/2016,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,REFER TO EXCAVATION UNIT. FO-EA # 121193074.,,,1428847,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
2,11/17/2014,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0860,11/12/2014,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,NO RESPONSE TO BELLS UNABLE TO LOCATE SUPER L-S-4-POSTED,,,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
1,11/06/2014,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2271,11/05/2014,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,NO RESPONSE TO BELLS LS-4 POSTED,,,1383238,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
3,12/24/2009,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2448,12/24/2009,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,NO SHAKING OR VIBRATING AT TIME OF INSPECTION,,,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
2,12/24/2009,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,0287,12/24/2009,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,NO SHAKING OR VIBRATING AT TIME OF INSPECTION STATED AT 7:30                     AM,,,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
1,12/24/2009,D1,COMPLAINT ASSIGNED TO CONSTRUCTION ENFORCEMENT,0287,12/24/2009,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,"REFER TO BORO FOR A DAY TIME INSPECTION, WORK STATED AT 7:30                     AM",,,1272496,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
#,Disposition,Disposition,Disposition,Inspection,Date,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
,Date,Code,Disposition,By,Date,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
2,07/09/1990,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,0738,07/06/1990,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,NO ACCESS,,,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
1,06/27/1990,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0738,06/22/1990,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,NO ACCESS,,,1007241,300 EAST 96 STREET,1050341,MANHATTAN,10128
,,,,,,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,,,,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
2,12/04/2019,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2986,12/04/2019,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,NAN-OBSERVED NO FALLING DEBRIS-DEMOLITION PROCESS HAS NOT                        STARTED YET,,,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
1,11/29/2019,D4,COMPLAINT ASSIGNED TO BEST SQUAD,2514,11/29/2019,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,D4 - REFER TO CSE,,,1529288,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,,,,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,,,,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
3,02/27/2019,H1,PLEASE SEE COMPLAINT NUMBER,2986,12/12/2018,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,PLEASE SEE COMPLAINT# 1496894,,,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
2,12/12/2018,EC,COMPLAINT ASSIGNED TO STRUCT COMPROMISED BUILDINGS UNIT,2986,12/12/2018,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,"WINDOW HEADERS GIVIN UP,WINDOW FRAMES STARTING TO SHIFT,                        CRACKS SHOW UP THROUGH MASONRY BRICK VENEER",,,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
1,12/11/2018,E8,COMPLAINT ASSIGNED TO EXCAVATION INSPECTION & AUDITS TEAM,2381,12/11/2018,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,REFER TO EXCAVATION FOR EMERGENCY SHORING APP #123410086,,,1496895,2000 2 AVENUE,1052674,MANHATTAN,10029
,,,,,,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
,,,,,,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
2,09/09/2019,A1,BUILDINGS VIOLATION(S) SERVED,91KX,09/09/2019,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
,,,IMMEDIATELY COMPLY W/DOB VIO# 111918FEU11101IK,,,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
1,11/28/2018,A1,BUILDINGS VIOLATION(S) SERVED,91KX,11/19/2018,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
,,,RETAIN NYS LICS PE EVAL BLDGS SHOR& DSGN REPAIRS SUPPLEMENT                     ADDL REQD FILE/WRK 12/10/18 W/S 12/24/18 COMPL W/K 1/31/19,,,1495880,2000 SECOND AVENUE,1052674,MANHATTAN,10029
,,,,,,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
2,02/20/2017,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2591,02/18/2017,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,UNABLE TO DETERMINE TRANSIENT USE,,,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
1,09/19/2016,G7,COMPLAINT REFERRED TO MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,0855,09/19/2016,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,REFERRED TO MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,,,1432082,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
2,05/25/2010,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,1773,05/21/2010,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,PERMIT #103732230 - NO LOUD NOISE,,,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
1,05/18/2010,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2335,05/14/2010,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,NO ACCESS - LS-4 POSTED,,,1281018,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
2,04/20/2010,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2235,04/17/2010,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,NO ACCESS - NO RETURN,,,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
1,04/14/2010,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2243,04/10/2010,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,NO ACCESS,,,1279137,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
3,05/06/2010,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,2224,04/29/2010,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,DELI STORE DOES NOT COOK A FOOD - EXHAUST NOT IN USE - IN-                      STALLED ON ROOF - NO FAN FROM ADJACENT BUILDING OBSERVED,,,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
2,04/26/2010,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,2335,04/23/2010,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,NO ACCESS - LS-4 POSTED,,,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
1,04/20/2010,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,2335,04/16/2010,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,NO ACCESS - LS-4 POSTED,,,1279133,299 EAST 103 STREET,1052674,MANHATTAN,10029
,,,,,,1051720,299 E 103 ST,1052674,MANHATTAN,10029
#,Disposition,Disposition,Disposition,Inspection,Date,1051720,299 E 103 ST,1052674,MANHATTAN,10029
,Date,Code,Disposition,By,Date,1051720,299 E 103 ST,1052674,MANHATTAN,10029
,,,,,,1051720,299 E 103 ST,1052674,MANHATTAN,10029
2,10/06/1997,B1,BUILDINGS VIOLATION(S) PREPARED & ATTEMPT TO SERVE WILL BE MADE,0356,10/06/1997,1051720,299 E 103 ST,1052674,MANHATTAN,10029
,,,NO WATER SERVICE TO BUSINESS STORE.VIOLATION PREPARED,,,1051720,299 E 103 ST,1052674,MANHATTAN,10029
1,10/06/1997,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,0356,09/23/1997,1051720,299 E 103 ST,1052674,MANHATTAN,10029
,,,NO ACCESS,,,1051720,299 E 103 ST,1052674,MANHATTAN,10029
,,,,,,1497260,200 EAST 85 STREET,1048756,MANHATTAN,10028
#,Disposition,Disposition,Disposition,Inspection,Date,1497260,200 EAST 85 STREET,1048756,MANHATTAN,10028
,Date,Code,Disposition,By,Date,1497260,200 EAST 85 STREET,1048756,MANHATTAN,10028
,,,,,,1497260,200 EAST 85 STREET,1048756,MANHATTAN,10028
2,02/08/2021,Y2,VACATE ORDER FULLY RESCINDED,3231,01/26/2021,1497260,200 EAST 85 STREET,1048756,MANHATTAN,10028
