X1,X2,complaint_num,address,bin,boro,zip
Comments:,"BULGING WALL 1ST STY REAR AND SEPERATING AT INTERIOR OUT OF                     PLUMBING. HUNG CEILING THROUGHOUT, SOUTH APT FL KITCHEN SAG",3029623,242 HOWARD AVENUE,3041432,BROOKLYN,11233
Last Inspection:,06/02/1993 -  - BY BADGE # 0253,3029242,242 HOWARD AVENUE,3041432,BROOKLYN,11233
Disposition:,06/10/1993 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3029242,242 HOWARD AVENUE,3041432,BROOKLYN,11233
Comments:,BLDG NO IN DANGER OF COLLAPSE AT TIME OF INSPECTION,3029242,242 HOWARD AVENUE,3041432,BROOKLYN,11233
Last Inspection:,06/09/2020 -  - BY BADGE # 3204,3755342,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,06/09/2020 - A1 - BUILDINGS VIOLATION(S) SERVED,3755342,15 LOCUST STREET,3071760,BROOKLYN,11206
DOB Violation #:,060920A0401EK,3755342,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,"FAILURE TO COMPLY WITH EXECUVITVE ORDER AND NYC GUIDELINES                      NO HANDWASH STATION, COVID SIGNAGE, LOGBOOKS OR COMMUNICATIO",3755342,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,12/11/2018 -  - BY BADGE # 2746,3678845,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,12/11/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3678845,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,"I2-NO EVIDENCE OF ON GOING WORK, NO EVIDENCE OF ILLEGAL OCCUPANCY AT TIME OF    INSPECTION. VACATE ORDER IN PLACE.",3678845,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,11/30/2018 -  - BY BADGE # 2845,3677337,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,11/30/2018 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3677337,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,PEREMPTORY VACATE ORDER POSTED ON BUILDING ENTRANCE DOOR.,3677337,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,11/28/2018 -  - BY BADGE # 2634,3677238,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,11/28/2018 - H1 - PLEASE SEE COMPLAINT NUMBER  3677241,3677238,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,H-1 SEE COMPLIANT 3677241.,3677238,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,04/25/2016 -  - BY BADGE # 2276,3555259,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,04/25/2016 - A8 - ECB VIOLATION SERVED,3555259,15 LOCUST STREET,3071760,BROOKLYN,11206
DOB Violation #:,042516EE304FM1,3555259,15 LOCUST STREET,3071760,BROOKLYN,11206
ECB Violation #:,35159719N,3555259,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,DEFECTIVE ELECTRICAL WIRING IN APARTMENT  2R CEILING AND BATHROOM,3555259,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,01/08/2016 -  - BY BADGE # 2686,3543059,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,01/08/2016 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3543059,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,I 2 NO VIOLATION WARRANTED.  NO EXPOSED WIRES.,3543059,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,08/03/2010 -  - BY BADGE # 1904,3354378,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,09/10/2010 - A8 - ECB VIOLATION SERVED,3354378,15 LOCUST STREET,3071760,BROOKLYN,11206
ECB Violation #:,34871130N  34871131P,3354378,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,(HAZ)ALTERNATE SERVICE FOR CORPORATION VIOLATION FAILED TO C                    ORRECT CONDITIONS CITED IN NOV #34810600J FOR WORK W/O PERMI,3354378,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,03/04/2010 -  - BY BADGE # 1987,3345398,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,06/17/2010 - A8 - ECB VIOLATION SERVED,3345398,15 LOCUST STREET,3071760,BROOKLYN,11206
ECB Violation #:,34839751X,3345398,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,(HAZ) ALTERNATE SERVICE FOR CORPORATION VIOLATION. PROHIBTED                    LOCKING HARDWARE @ REAR EXIT - DOUBLE PADLOCKED,3345398,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,03/04/2010 -  - BY BADGE # 1987,3345397,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,06/17/2010 - A8 - ECB VIOLATION SERVED,3345397,15 LOCUST STREET,3071760,BROOKLYN,11206
ECB Violation #:,34839761J,3345397,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,(HAZ) ALTERNATE SERVICE FOR CORPORATION VIOLATION. FULL                         HEIGHT PARTITIONS ERECTED @ APT 1L,3345397,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,03/04/2010 -  - BY BADGE # 1987,3337284,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,03/31/2010 - A1 - BUILDINGS VIOLATION(S) SERVED,3337284,15 LOCUST STREET,3071760,BROOKLYN,11206
ECB Violation #:,34839751X,3337284,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,(HAZ) ALTERNATE SERVICE FOR CORPORATION VIOLATION @ APT 1                       ERECTED FULL HEIGHT PARTITIONS; INSTALLED WATER & WASTE LINE,3337284,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,03/04/2010 -  - BY BADGE # 1987,3337283,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,03/31/2010 - A1 - BUILDINGS VIOLATION(S) SERVED,3337283,15 LOCUST STREET,3071760,BROOKLYN,11206
ECB Violation #:,34839761J,3337283,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,(HAZ) ALTERNATE SERVICE FOR CORPORATION VIOLATION. USE OF                       PROHIBITED LOCKING HARDWARE @ REAR EXIT - DOUBLE PADLOCKED,3337283,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,10/16/2009 -  - BY BADGE # 2222,3321111,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,10/21/2009 - A8 - ECB VIOLATION SERVED,3321111,15 LOCUST STREET,3071760,BROOKLYN,11206
DOB Violation #:,101609C04RM01/02/03,3321111,15 LOCUST STREET,3071760,BROOKLYN,11206
ECB Violation #:,34810600J  34810601L,3321111,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,"VIOL FOR 6 FAMILY CONVERTED TO A 7 FAMILY,1L SUB-DIVIDED INT                    O 2 CLASS A APTS,ILLEGAL LOCKING DEVICE REAR DOOR",3321111,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,10/11/2009 -  - BY BADGE # 1842,3321110,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,10/12/2009 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3321110,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,EGRESS IS IN COMPLAINCE,3321110,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,09/16/2009 -  - BY BADGE # 2421,3318634,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,09/17/2009 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3318634,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,EGRESS NOT BLOCKED OR LOCKED AT TIME OF INSPECTION,3318634,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,05/19/2008 -  - BY BADGE # 2308,3263125,15 LOCUST STREET,3071760,BROOKLYN,11206
Disposition:,05/20/2008 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3263125,15 LOCUST STREET,3071760,BROOKLYN,11206
Comments:,NO MEN WORKING,3263125,15 LOCUST STREET,3071760,BROOKLYN,11206
Last Inspection:,04/11/2022 -  - BY BADGE # 2967,3839321,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,04/11/2022 - EJ - COMPLAINT ASSIGNED TO CONSTRUCTION SAFETY ENFORCEMENT,3839321,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,REFER TO CONSTRUCTION SAFETY ENFORCEMENT UNIT.,3839321,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,10/19/2021 -  - BY BADGE # 3188,3817974,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,10/19/2021 - A8 - ECB VIOLATION SERVED,3817974,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
ECB Violation #:,35632131N,3817974,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,"I OBSERVED SIDEWALK SHED IN PLACE AT EXP.#1  4 WITH A VALID PERMIT AND THE FOLLOWING OBJECTION, INOPERABLE LIGHT BULBS AND MISSING BOLT COVERS. ECB VIOLATION SERVED...DOB#101921CE03NP01..#2555",3817974,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,12/18/2020 -  - BY BADGE # 2770,3778638,602 MARCY AVENUE,3048777,BROOKLYN,11206
Disposition:,12/18/2020 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3778638,602 MARCY AVENUE,3048777,BROOKLYN,11206
Comments:,NO DEFECTS FOUND TO EXTERIOR WALLS/FA ADE.  BUILDING BEING RENOVATED UNDER      PERMITS ON FILE,3778638,602 MARCY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,08/22/2020 -  - BY BADGE # 3246,3765845,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,08/22/2020 - A8 - ECB VIOLATION SERVED,3765845,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
DOB Violation #:,082220CEOO01,3765845,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
ECB Violation #:,35500219N,3765845,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,EXPIRED SWS,3765845,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,04/23/2020 -  - BY BADGE # 3076,3750609,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,04/23/2020 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3750609,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,.NO ACTION NECESSARY,3750609,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,03/11/2020 -  - BY BADGE # 2947,3746416,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,03/11/2020 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3746416,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,ADEQUATE LIGHT FIXTURES @SWS .SAME WAS CODE COMPLIANT                           NO MISSING OR BROKEN LIGHT FIXTURE OBSERVED,3746416,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,11/20/2019 -  - BY BADGE # 2608,3730905,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,11/20/2019 - XX - ADMINISTRATIVE CLOSURE,3730905,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,XX-THE GARAGE IS LOCATED AT 509 WILLOUGHBY AVE. AND DOES NOT HAVE A VACATE      ORDER.,3730905,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,08/17/2019 -  - BY BADGE # 2555,3716141,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,08/19/2019 - H1 - PLEASE SEE COMPLAINT NUMBER  3715524,3716141,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,PLEASE SEE COMPLAINT # 3715524,3716141,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,08/17/2019 -  - BY BADGE # 2555,3716140,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,08/19/2019 - H1 - PLEASE SEE COMPLAINT NUMBER  3715524,3716140,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,PLEASE SEE COMPLAINT # 3715524,3716140,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,08/08/2019 -  - BY BADGE # 0250,3715559,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,08/08/2019 - A8 - ECB VIOLATION SERVED,3715559,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
DOB Violation #:,080819CNEDG01,3715559,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
ECB Violation #:,35432624P,3715559,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,"A-8 , SUMMONS REPORTED FOR NO LIGHTS UNDER SIDEWALK SHED",3715559,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,08/17/2019 -  - BY BADGE # 2555,3715524,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,08/19/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3715524,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,ILLUMINATED LIGHTING IN PLACE AS REQ'D ON UNDERSIDE OF                          SIDEWALK SHED AT TIME OF INSPECTION,3715524,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,08/05/2019 -  - BY BADGE # 2387,3714936,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,08/05/2019 - A8 - ECB VIOLATION SERVED,3714936,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
ECB Violation #:,39007105L,3714936,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,"A-8 AT EXPOSURE 1, AT PARAPET, BRICKS ARE LOOSE AND MORTAR MISSING. BRICK HAS   DETACHED AND FALLEN ONTO SIDEWALK.",3714936,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,08/02/2019 -  - BY BADGE # 3146,3714505,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,08/02/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3714505,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,FULL PEREMPTORY VACATE ORDER POSTED ON FRONT DOOR OF BUILDING.,3714505,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,05/04/2016 -  - BY BADGE # 1710,3556960,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,05/04/2016 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3556960,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,I-2    NO AFTER HOURS CONSTRUCTION ACTIVITIES AT PREMISES INSPECTION TIME. SIDEWALK SHED COMPLETED PRIOR TO INSPECTION. NO ACTION NECESSARY.,3556960,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,05/03/2016 -  - BY BADGE # 1760,3556829,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,05/03/2016 - A8 - ECB VIOLATION SERVED,3556829,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
DOB Violation #:,050316CNEDG01,3556829,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
ECB Violation #:,35168965N,3556829,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,A8 FAILURE TO MAINTAIN. DEFECTIVE MASONRY. BRICK FELL.,3556829,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,09/10/2015 -  - BY BADGE # 0686,3529383,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,09/10/2015 - XX - ADMINISTRATIVE CLOSURE,3529383,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,DUPLICATE 3518501,3529383,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,06/06/2014 -  - BY BADGE # 1773,3479133,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,06/11/2014 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3479133,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,"OBSERVED NO CONSTRUCTION ACTIVITY, NO LOCATION GIVEN",3479133,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,06/20/2013 -  - BY BADGE # 2472,3436214,602 MARCY AVENUE,3048777,BROOKLYN,11206
Disposition:,06/20/2013 - K1 - INSUFFICIENT INFORMATION/UNABLE TO LOCATE ADDRESS,3436214,602 MARCY AVENUE,3048777,BROOKLYN,11206
Comments:,ADDRESS GIVEN IS ON CORNER. INSUFFICENT INFO GIVEN TO DETERM                    INE LOCATION OF COMPLAINT,3436214,602 MARCY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,04/03/1995 -  - BY BADGE # 0685,3038686,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Disposition:,04/25/1995 - B1 - BUILDINGS VIOLATION(S) PREPARED & ATTEMPT TO SERVE WILL BE MADE,3038686,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
DOB Violation #:,040395C03H03,3038686,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Comments:,NO CAR PARKED ON THE SIDEWALK.  VIOLATION FILED FOR ILLEGAL                     AUTO REPAIR SHOP AT REAR OF THE PREMISES,3038686,511 WILLOUGHBY AVENUE,3048777,BROOKLYN,11206
Last Inspection:,01/30/2020 -  - BY BADGE # 2399,3740657,308 MCDOUGAL STREET,3041762,BROOKLYN,11233
Disposition:,01/30/2020 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3740657,308 MCDOUGAL STREET,3041762,BROOKLYN,11233
Comments:,"UNABLE TO VERIFIY IF VACATE IN COMPLIANCE NO ACCESS , NO RESPONSE TO KNOCKS",3740657,308 MCDOUGAL STREET,3041762,BROOKLYN,11233
Last Inspection:,11/19/2019 -  - BY BADGE # 2845,3730459,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Disposition:,11/19/2019 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3730459,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Comments:,"THE PREMISES LOCKED, NO RESPOND ON KNOCK THE ENTRANCE DOOR. PEREMPTORY VACATE   ORDER POSTED ON BUILDING ENTRANCE DOOR.",3730459,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Last Inspection:,11/14/2019 -  - BY BADGE # 2927,3730010,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Disposition:,11/15/2019 - Y1 - FULL VACATE ORDER ISSUED,3730010,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
DOB Violation #:,111419C316LV03  111419C316LV04  111419C316LV05,3730010,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
ECB Violation #:,35446179N  35446180K  35446181M,3730010,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Comments:,"A LEGAL (6) FAMILY, (3) STORY NFP BUILDING BEING HEATED WITH WOOD AND COMBUSTIBLE MATERIALS FED INTO THE BOILER WITH THE ADDITION OF COMPRESSED GAS TANKS STORED INSIDE THE PREMISES CREATING A HAZARDOUS CONDITION AND IMMINENT DANGER TO ADJOINING PROPERTIES AND OCCUPANTS OF BUILDING. EGRESS AND EXITS FROM APARTMENTS AND MAIN STAIRCASE ARE BLOCKED WITH EXCESSIVE STORAGE OF DEBRIS AND VARIOUS MATERIALS THROUGHOUT.",3730010,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Last Inspection:,01/22/2015 -  - BY BADGE # 2593,3504277,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Disposition:,01/22/2015 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3504277,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Comments:,"NO ACTION NECESSARY,NO CRACKS EVIDENT AT TIME OF INSPECTION",3504277,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Last Inspection:,01/22/2015 -  - BY BADGE # 2593,3504272,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Disposition:,01/22/2015 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3504272,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Comments:,"NO ACTION NECESSARY,NO CRACKS EVIDENT @ TIME OF INSPECTION",3504272,308 MACDOUGAL STREET,3041762,BROOKLYN,11233
Last Inspection:,02/25/2022 -  - BY BADGE # 3086,3832650,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
Disposition:,02/25/2022 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3832650,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
Comments:,"PROPOSED JOB FOUND INACTIVE AT TIME OF INSP, NO ACTIVITIES OBSERVED. NO         VIOLATION WARRANTED.",3832650,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
Last Inspection:,01/20/2021 -  - BY BADGE # 2725,3784031,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
Disposition:,01/20/2021 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,3784031,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
Comments:,FULL VACATE ORDER #B14/2021 POSTED AT PREMISES - IN COMPLIANCE,3784031,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
Last Inspection:,01/15/2021 -  - BY BADGE # 91KX,3783993,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
Disposition:,01/19/2021 - A1 - BUILDINGS VIOLATION(S) SERVED,3783993,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
DOB Violation #:,011521FEU30101IK,3783993,240 MONTROSE AVENUE,3071258,BROOKLYN,11206
